program,model,filter,plus,minus,AD,AD train,AD test,best train,predicted,best test,fold,dwc
VDISC,c,0.00,1,1000,0.280,0.280,0.279,0.148,0.019,0.019,1,6643
VDISC,c,0.00,1,1000,0.280,0.280,0.280,0.146,0.022,0.022,2,6633
VDISC,c,0.00,1,1000,0.280,0.280,0.282,0.148,0.021,0.021,3,6641
VDISC,c,0.00,1,1000,0.280,0.281,0.279,0.148,0.021,0.021,4,6656
VDISC,c,0.00,1,2,0.280,0.280,0.281,0.172,0.031,0.031,0,7088
VDISC,c,0.00,1,2,0.280,0.280,0.279,0.169,0.030,0.030,1,7038
VDISC,c,0.00,1,2,0.280,0.280,0.280,0.169,0.034,0.034,2,7029
VDISC,c,0.00,1,2,0.280,0.280,0.282,0.168,0.033,0.033,3,7007
VDISC,c,0.00,1,2,0.280,0.281,0.279,0.169,0.034,0.034,4,7035
VDISC,c,0.00,1,3,0.280,0.280,0.281,0.157,0.024,0.024,0,6783
VDISC,c,0.00,1,3,0.280,0.280,0.279,0.156,0.024,0.024,1,6746
VDISC,c,0.00,1,3,0.280,0.280,0.280,0.155,0.027,0.027,2,6738
VDISC,c,0.00,1,3,0.280,0.280,0.282,0.156,0.027,0.027,3,6736
VDISC,c,0.00,1,3,0.280,0.281,0.279,0.155,0.027,0.027,4,6741
VDISC,c,0.00,10,1,0.280,0.280,0.281,0.418,0.325,0.326,0,18458
VDISC,c,0.00,10,1,0.280,0.280,0.279,0.419,0.309,0.328,1,18464
VDISC,c,0.00,10,1,0.280,0.280,0.280,0.417,0.308,0.333,2,18474
VDISC,c,0.00,10,1,0.280,0.280,0.282,0.417,0.310,0.335,3,18427
VDISC,c,0.00,10,1,0.280,0.281,0.279,0.419,0.305,0.329,4,18565
VDISC,c,0.00,100,1,0.280,0.280,0.281,0.398,0.301,0.301,0,26465
VDISC,c,0.00,100,1,0.280,0.280,0.279,0.398,0.297,0.298,1,26386
VDISC,c,0.00,100,1,0.280,0.280,0.280,0.397,0.299,0.299,2,26407
VDISC,c,0.00,100,1,0.280,0.280,0.282,0.398,0.299,0.300,3,26355
VDISC,c,0.00,100,1,0.280,0.281,0.279,0.398,0.298,0.299,4,26410
VDISC,c,0.00,1000,1,0.280,0.280,0.281,0.390,0.296,0.297,0,26558
VDISC,c,0.00,1000,1,0.280,0.280,0.279,0.390,0.293,0.293,1,26477
VDISC,c,0.00,1000,1,0.280,0.280,0.280,0.390,0.294,0.294,2,26502
VDISC,c,0.00,1000,1,0.280,0.280,0.282,0.390,0.294,0.295,3,26449
VDISC,c,0.00,1000,1,0.280,0.281,0.279,0.390,0.294,0.294,4,26517
VDISC,c,0.00,11,4,0.280,0.280,0.281,0.317,0.127,0.127,0,11440
VDISC,c,0.00,11,4,0.280,0.280,0.279,0.315,0.129,0.129,1,11390
VDISC,c,0.00,11,4,0.280,0.280,0.280,0.312,0.135,0.135,2,11350
VDISC,c,0.00,11,4,0.280,0.280,0.282,0.312,0.128,0.128,3,11348
VDISC,c,0.00,11,4,0.280,0.281,0.279,0.316,0.130,0.130,4,11462
VDISC,c,0.00,2,1,0.280,0.280,0.281,0.290,0.101,0.101,0,11030
VDISC,c,0.00,2,1,0.280,0.280,0.279,0.287,0.103,0.103,1,10985
VDISC,c,0.00,2,1,0.280,0.280,0.280,0.286,0.107,0.107,2,10963
VDISC,c,0.00,2,1,0.280,0.280,0.282,0.287,0.104,0.104,3,10951
VDISC,c,0.00,2,1,0.280,0.281,0.279,0.289,0.106,0.106,4,11034
VDISC,c,0.00,3,1,0.280,0.280,0.281,0.338,0.144,0.144,0,12462
VDISC,c,0.00,3,1,0.280,0.280,0.279,0.334,0.143,0.143,1,12352
VDISC,c,0.00,3,1,0.280,0.280,0.280,0.334,0.152,0.152,2,12354
VDISC,c,0.00,3,1,0.280,0.280,0.282,0.334,0.146,0.146,3,12363
VDISC,c,0.00,3,1,0.280,0.281,0.279,0.335,0.147,0.147,4,12445
VDISC,c,0.00,3,2,0.280,0.280,0.281,0.249,0.075,0.075,0,9639
VDISC,c,0.00,3,2,0.280,0.280,0.279,0.249,0.076,0.076,1,9561
VDISC,c,0.00,3,2,0.280,0.280,0.280,0.245,0.078,0.078,2,9525
VDISC,c,0.00,3,2,0.280,0.280,0.282,0.249,0.079,0.079,3,9528
VDISC,c,0.00,3,2,0.280,0.281,0.279,0.248,0.076,0.076,4,9627
VDISC,c,0.00,3,4,0.280,0.280,0.281,0.180,0.036,0.036,0,7187
VDISC,c,0.00,3,4,0.280,0.280,0.279,0.179,0.037,0.037,1,7146
VDISC,c,0.00,3,4,0.280,0.280,0.280,0.178,0.039,0.039,2,7142
VDISC,c,0.00,3,4,0.280,0.280,0.282,0.176,0.039,0.039,3,7116
VDISC,c,0.00,3,4,0.280,0.281,0.279,0.178,0.039,0.039,4,7141
VDISC,c,0.00,4,1,0.280,0.280,0.281,0.371,0.181,0.181,0,13586
VDISC,c,0.00,4,1,0.280,0.280,0.279,0.370,0.185,0.185,1,13519
VDISC,c,0.00,4,1,0.280,0.280,0.280,0.371,0.191,0.191,2,13578
VDISC,c,0.00,4,1,0.280,0.280,0.282,0.367,0.184,0.184,3,13472
VDISC,c,0.00,4,1,0.280,0.281,0.279,0.371,0.186,0.186,4,13647
VDISC,c,0.00,5,1,0.280,0.280,0.281,0.395,0.212,0.212,0,14635
VDISC,c,0.00,5,1,0.280,0.280,0.279,0.394,0.218,0.218,1,14556
VDISC,c,0.00,5,1,0.280,0.280,0.280,0.395,0.221,0.221,2,14630
VDISC,c,0.00,5,1,0.280,0.280,0.282,0.393,0.221,0.221,3,14525
VDISC,c,0.00,5,1,0.280,0.281,0.279,0.396,0.218,0.218,4,14677
VDISC,c,0.00,5,2,0.280,0.280,0.281,0.308,0.118,0.118,0,11332
VDISC,c,0.00,5,2,0.280,0.280,0.279,0.309,0.123,0.123,1,11296
VDISC,c,0.00,5,2,0.280,0.280,0.280,0.304,0.125,0.125,2,11259
VDISC,c,0.00,5,2,0.280,0.280,0.282,0.305,0.120,0.120,3,11252
VDISC,c,0.00,5,2,0.280,0.281,0.279,0.308,0.123,0.123,4,11341
VDISC,c,0.00,7,2,0.280,0.280,0.281,0.353,0.161,0.161,0,12740
VDISC,c,0.00,7,2,0.280,0.280,0.279,0.348,0.159,0.159,1,12624
VDISC,c,0.00,7,2,0.280,0.280,0.280,0.349,0.168,0.168,2,12638
VDISC,c,0.00,7,2,0.280,0.280,0.282,0.346,0.162,0.162,3,12613
VDISC,c,0.00,7,2,0.280,0.281,0.279,0.350,0.165,0.165,4,12724
VDISC,c,0.00,7,4,0.280,0.280,0.281,0.261,0.086,0.086,0,9758
VDISC,c,0.00,7,4,0.280,0.280,0.279,0.259,0.088,0.088,1,9661
VDISC,c,0.00,7,4,0.280,0.280,0.280,0.258,0.090,0.090,2,9632
VDISC,c,0.00,7,4,0.280,0.280,0.282,0.256,0.086,0.086,3,9618
VDISC,c,0.00,7,4,0.280,0.281,0.279,0.260,0.087,0.087,4,9725
VDISC,c,0.00,9,4,0.280,0.280,0.281,0.296,0.108,0.108,0,11093
VDISC,c,0.00,9,4,0.280,0.280,0.279,0.297,0.113,0.113,1,11055
VDISC,c,0.00,9,4,0.280,0.280,0.280,0.292,0.115,0.115,2,11026
VDISC,c,0.00,9,4,0.280,0.280,0.282,0.294,0.111,0.111,3,11013
VDISC,c,0.00,9,4,0.280,0.281,0.279,0.295,0.114,0.114,4,11091
FFmpeg,c,-999,1,1,0.174,0.172,0.178,0.366,0.259,0.276,0,2129
FFmpeg,c,-999,1,1,0.174,0.174,0.170,0.375,0.157,0.202,1,2082
FFmpeg,c,-999,1,1,0.174,0.173,0.174,0.368,0.286,0.328,2,2129
FFmpeg,c,-999,1,1,0.174,0.177,0.158,0.372,0.198,0.205,3,2112
FFmpeg,c,-999,1,1,0.174,0.170,0.187,0.372,0.164,0.269,4,2105
FFmpeg,c,-999,1,10,0.174,0.172,0.178,0.357,0.229,0.242,0,2129
FFmpeg,c,-999,1,10,0.174,0.174,0.170,0.369,0.180,0.191,1,2082
FFmpeg,c,-999,1,10,0.174,0.173,0.174,0.365,0.270,0.312,2,2129
FFmpeg,c,-999,1,10,0.174,0.177,0.158,0.362,0.203,0.210,3,2112
FFmpeg,c,-999,1,10,0.174,0.170,0.187,0.367,0.234,0.269,4,2105
FFmpeg,c,-999,1,100,0.174,0.172,0.178,0.357,0.229,0.242,0,2129
FFmpeg,c,-999,1,100,0.174,0.174,0.170,0.369,0.180,0.191,1,2082
FFmpeg,c,-999,1,100,0.174,0.173,0.174,0.365,0.270,0.312,2,2129
FFmpeg,c,-999,1,100,0.174,0.177,0.158,0.362,0.203,0.210,3,2112
FFmpeg,c,-999,1,100,0.174,0.170,0.187,0.367,0.234,0.269,4,2105
FFmpeg,c,-999,1,1000,0.174,0.172,0.178,0.357,0.229,0.242,0,2129
FFmpeg,c,-999,1,1000,0.174,0.174,0.170,0.369,0.180,0.191,1,2082
FFmpeg,c,-999,1,1000,0.174,0.173,0.174,0.365,0.270,0.312,2,2129
FFmpeg,c,-999,1,1000,0.174,0.177,0.158,0.362,0.203,0.210,3,2112
FFmpeg,c,-999,1,1000,0.174,0.170,0.187,0.367,0.234,0.269,4,2105
FFmpeg,c,-999,1,2,0.174,0.172,0.178,0.363,0.231,0.243,0,2129
FFmpeg,c,-999,1,2,0.174,0.174,0.170,0.368,0.180,0.204,1,2082
FFmpeg,c,-999,1,2,0.174,0.173,0.174,0.365,0.270,0.312,2,2129
FFmpeg,c,-999,1,2,0.174,0.177,0.158,0.359,0.202,0.210,3,2112
FFmpeg,c,-999,1,2,0.174,0.170,0.187,0.370,0.234,0.268,4,2105
FFmpeg,c,-999,1,3,0.174,0.172,0.178,0.363,0.231,0.242,0,2129
FFmpeg,c,-999,1,3,0.174,0.174,0.170,0.369,0.180,0.192,1,2082
FFmpeg,c,-999,1,3,0.174,0.173,0.174,0.365,0.270,0.312,2,2129
FFmpeg,c,-999,1,3,0.174,0.177,0.158,0.362,0.203,0.210,3,2112
FFmpeg,c,-999,1,3,0.174,0.170,0.187,0.367,0.234,0.269,4,2105
FFmpeg,c,-999,10,1,0.174,0.172,0.178,0.673,0.282,0.375,0,2129
FFmpeg,c,-999,10,1,0.174,0.174,0.170,0.670,0.262,0.358,1,2082
FFmpeg,c,-999,10,1,0.174,0.173,0.174,0.622,0.299,0.433,2,2129
FFmpeg,c,-999,10,1,0.174,0.177,0.158,0.660,0.316,0.574,3,2112
FFmpeg,c,-999,10,1,0.174,0.170,0.187,0.629,0.314,0.510,4,2105
FFmpeg,c,-999,100,1,0.174,0.172,0.178,0.739,0.255,0.319,0,2129
FFmpeg,c,-999,100,1,0.174,0.174,0.170,0.743,0.168,0.298,1,2082
FFmpeg,c,-999,100,1,0.174,0.173,0.174,0.742,0.220,0.418,2,2129
FFmpeg,c,-999,100,1,0.174,0.177,0.158,0.714,0.197,0.574,3,2112
FFmpeg,c,-999,100,1,0.174,0.170,0.187,0.709,0.274,0.433,4,2105
FFmpeg,c,-999,1000,1,0.174,0.172,0.178,0.721,0.265,0.307,0,2129
FFmpeg,c,-999,1000,1,0.174,0.174,0.170,0.716,0.177,0.285,1,2082
FFmpeg,c,-999,1000,1,0.174,0.173,0.174,0.736,0.215,0.418,2,2129
FFmpeg,c,-999,1000,1,0.174,0.177,0.158,0.714,0.197,0.574,3,2112
FFmpeg,c,-999,1000,1,0.174,0.170,0.187,0.709,0.274,0.433,4,2105
FFmpeg,c,-999,11,4,0.174,0.172,0.178,0.559,0.405,0.418,0,2129
FFmpeg,c,-999,11,4,0.174,0.174,0.170,0.549,0.298,0.328,1,2082
FFmpeg,c,-999,11,4,0.174,0.173,0.174,0.539,0.461,0.519,2,2129
FFmpeg,c,-999,11,4,0.174,0.177,0.158,0.539,0.447,0.591,3,2112
FFmpeg,c,-999,11,4,0.174,0.170,0.187,0.544,0.418,0.455,4,2105
FFmpeg,c,-999,2,1,0.174,0.172,0.178,0.371,0.265,0.290,0,2129
FFmpeg,c,-999,2,1,0.174,0.174,0.170,0.420,0.246,0.265,1,2082
FFmpeg,c,-999,2,1,0.174,0.173,0.174,0.373,0.285,0.327,2,2129
FFmpeg,c,-999,2,1,0.174,0.177,0.158,0.378,0.165,0.214,3,2112
FFmpeg,c,-999,2,1,0.174,0.170,0.187,0.386,0.163,0.265,4,2105
FFmpeg,c,-999,3,1,0.174,0.172,0.178,0.561,0.400,0.414,0,2129
FFmpeg,c,-999,3,1,0.174,0.174,0.170,0.547,0.312,0.325,1,2082
FFmpeg,c,-999,3,1,0.174,0.173,0.174,0.539,0.478,0.511,2,2129
FFmpeg,c,-999,3,1,0.174,0.177,0.158,0.544,0.381,0.591,3,2112
FFmpeg,c,-999,3,1,0.174,0.170,0.187,0.546,0.417,0.532,4,2105
FFmpeg,c,-999,3,2,0.174,0.172,0.178,0.367,0.252,0.287,0,2129
FFmpeg,c,-999,3,2,0.174,0.174,0.170,0.376,0.157,0.201,1,2082
FFmpeg,c,-999,3,2,0.174,0.173,0.174,0.371,0.285,0.328,2,2129
FFmpeg,c,-999,3,2,0.174,0.177,0.158,0.376,0.186,0.213,3,2112
FFmpeg,c,-999,3,2,0.174,0.170,0.187,0.378,0.163,0.267,4,2105
FFmpeg,c,-999,3,4,0.174,0.172,0.178,0.362,0.259,0.263,0,2129
FFmpeg,c,-999,3,4,0.174,0.174,0.170,0.373,0.157,0.204,1,2082
FFmpeg,c,-999,3,4,0.174,0.173,0.174,0.367,0.286,0.322,2,2129
FFmpeg,c,-999,3,4,0.174,0.177,0.158,0.367,0.197,0.210,3,2112
FFmpeg,c,-999,3,4,0.174,0.170,0.187,0.372,0.164,0.269,4,2105
FFmpeg,c,-999,4,1,0.174,0.172,0.178,0.561,0.392,0.404,0,2129
FFmpeg,c,-999,4,1,0.174,0.174,0.170,0.545,0.307,0.385,1,2082
FFmpeg,c,-999,4,1,0.174,0.173,0.174,0.548,0.460,0.493,2,2129
FFmpeg,c,-999,4,1,0.174,0.177,0.158,0.541,0.375,0.591,3,2112
FFmpeg,c,-999,4,1,0.174,0.170,0.187,0.549,0.392,0.532,4,2105
FFmpeg,c,-999,5,1,0.174,0.172,0.178,0.595,0.270,0.413,0,2129
FFmpeg,c,-999,5,1,0.174,0.174,0.170,0.562,0.258,0.386,1,2082
FFmpeg,c,-999,5,1,0.174,0.173,0.174,0.547,0.462,0.493,2,2129
FFmpeg,c,-999,5,1,0.174,0.177,0.158,0.545,0.385,0.591,3,2112
FFmpeg,c,-999,5,1,0.174,0.170,0.187,0.539,0.378,0.548,4,2105
FFmpeg,c,-999,5,2,0.174,0.172,0.178,0.559,0.405,0.418,0,2129
FFmpeg,c,-999,5,2,0.174,0.174,0.170,0.549,0.298,0.328,1,2082
FFmpeg,c,-999,5,2,0.174,0.173,0.174,0.412,0.404,0.433,2,2129
FFmpeg,c,-999,5,2,0.174,0.177,0.158,0.419,0.361,0.368,3,2112
FFmpeg,c,-999,5,2,0.174,0.170,0.187,0.437,0.170,0.374,4,2105
FFmpeg,c,-999,7,2,0.174,0.172,0.178,0.563,0.398,0.412,0,2129
FFmpeg,c,-999,7,2,0.174,0.174,0.170,0.546,0.312,0.325,1,2082
FFmpeg,c,-999,7,2,0.174,0.173,0.174,0.540,0.474,0.506,2,2129
FFmpeg,c,-999,7,2,0.174,0.177,0.158,0.544,0.383,0.591,3,2112
FFmpeg,c,-999,7,2,0.174,0.170,0.187,0.550,0.415,0.532,4,2105
FFmpeg,c,-999,7,4,0.174,0.172,0.178,0.367,0.252,0.287,0,2129
FFmpeg,c,-999,7,4,0.174,0.174,0.170,0.376,0.157,0.201,1,2082
FFmpeg,c,-999,7,4,0.174,0.173,0.174,0.371,0.285,0.328,2,2129
FFmpeg,c,-999,7,4,0.174,0.177,0.158,0.376,0.186,0.213,3,2112
FFmpeg,c,-999,7,4,0.174,0.170,0.187,0.386,0.163,0.265,4,2105
FFmpeg,c,-999,9,4,0.174,0.172,0.178,0.555,0.408,0.421,0,2129
FFmpeg,c,-999,9,4,0.174,0.174,0.170,0.549,0.298,0.328,1,2082
FFmpeg,c,-999,9,4,0.174,0.173,0.174,0.376,0.294,0.327,2,2129
FFmpeg,c,-999,9,4,0.174,0.177,0.158,0.384,0.205,0.214,3,2112
FFmpeg,c,-999,9,4,0.174,0.170,0.187,0.388,0.228,0.262,4,2105
FFmpeg,c,0.00,1,1,0.174,0.172,0.178,0.785,0.318,0.320,0,118
FFmpeg,c,0.00,1,1,0.174,0.174,0.170,0.773,0.314,0.322,1,117
FFmpeg,c,0.00,1,1,0.174,0.173,0.174,0.766,0.436,0.436,2,122
FFmpeg,c,0.00,1,1,0.174,0.177,0.158,0.754,0.329,0.338,3,119
FFmpeg,c,0.00,1,1,0.174,0.170,0.187,0.794,0.391,0.403,4,125
FFmpeg,c,0.00,1,10,0.174,0.172,0.178,0.680,0.299,0.299,0,96
FFmpeg,c,0.00,1,10,0.174,0.174,0.170,0.679,0.253,0.253,1,90
FFmpeg,c,0.00,1,10,0.174,0.173,0.174,0.714,0.309,0.311,2,99
FFmpeg,c,0.00,1,10,0.174,0.177,0.158,0.642,0.278,0.278,3,91
FFmpeg,c,0.00,1,10,0.174,0.170,0.187,0.656,0.365,0.365,4,94
FFmpeg,c,0.00,1,100,0.174,0.172,0.178,0.680,0.299,0.299,0,96
FFmpeg,c,0.00,1,100,0.174,0.174,0.170,0.679,0.253,0.253,1,90
FFmpeg,c,0.00,1,100,0.174,0.173,0.174,0.714,0.309,0.311,2,99
FFmpeg,c,0.00,1,100,0.174,0.177,0.158,0.642,0.278,0.278,3,91
FFmpeg,c,0.00,1,100,0.174,0.170,0.187,0.656,0.365,0.365,4,94
FFmpeg,c,0.00,1,1000,0.174,0.172,0.178,0.680,0.299,0.299,0,96
FFmpeg,c,0.00,1,1000,0.174,0.174,0.170,0.679,0.253,0.253,1,90
FFmpeg,c,0.00,1,1000,0.174,0.173,0.174,0.714,0.309,0.311,2,99
FFmpeg,c,0.00,1,1000,0.174,0.177,0.158,0.642,0.278,0.278,3,91
FFmpeg,c,0.00,1,1000,0.174,0.170,0.187,0.656,0.365,0.365,4,94
FFmpeg,c,0.00,1,2,0.174,0.172,0.178,0.739,0.299,0.299,0,99
FFmpeg,c,0.00,1,2,0.174,0.174,0.170,0.731,0.311,0.311,1,96
FFmpeg,c,0.00,1,2,0.174,0.173,0.174,0.725,0.309,0.311,2,101
FFmpeg,c,0.00,1,2,0.174,0.177,0.158,0.702,0.276,0.278,3,95
FFmpeg,c,0.00,1,2,0.174,0.170,0.187,0.736,0.410,0.417,4,102
FFmpeg,c,0.00,1,3,0.174,0.172,0.178,0.739,0.299,0.299,0,99
FFmpeg,c,0.00,1,3,0.174,0.174,0.170,0.720,0.311,0.311,1,92
FFmpeg,c,0.00,1,3,0.174,0.173,0.174,0.714,0.309,0.311,2,100
FFmpeg,c,0.00,1,3,0.174,0.177,0.158,0.702,0.276,0.278,3,93
FFmpeg,c,0.00,1,3,0.174,0.170,0.187,0.681,0.391,0.391,4,96
FFmpeg,c,0.00,10,1,0.174,0.172,0.178,0.715,0.294,0.432,0,177
FFmpeg,c,0.00,10,1,0.174,0.174,0.170,0.712,0.253,0.400,1,174
FFmpeg,c,0.00,10,1,0.174,0.173,0.174,0.700,0.455,0.538,2,182
FFmpeg,c,0.00,10,1,0.174,0.177,0.158,0.698,0.303,0.574,3,191
FFmpeg,c,0.00,10,1,0.174,0.170,0.187,0.697,0.474,0.502,4,179
FFmpeg,c,0.00,100,1,0.174,0.172,0.178,0.807,0.178,0.370,0,235
FFmpeg,c,0.00,100,1,0.174,0.174,0.170,0.816,0.116,0.352,1,231
FFmpeg,c,0.00,100,1,0.174,0.173,0.174,0.800,0.230,0.418,2,243
FFmpeg,c,0.00,100,1,0.174,0.177,0.158,0.803,0.170,0.574,3,249
FFmpeg,c,0.00,100,1,0.174,0.170,0.187,0.780,0.291,0.441,4,239
FFmpeg,c,0.00,1000,1,0.174,0.172,0.178,0.809,0.203,0.359,0,237
FFmpeg,c,0.00,1000,1,0.174,0.174,0.170,0.815,0.115,0.352,1,233
FFmpeg,c,0.00,1000,1,0.174,0.173,0.174,0.800,0.230,0.418,2,244
FFmpeg,c,0.00,1000,1,0.174,0.177,0.158,0.803,0.170,0.574,3,249
FFmpeg,c,0.00,1000,1,0.174,0.170,0.187,0.783,0.283,0.441,4,239
FFmpeg,c,0.00,11,4,0.174,0.172,0.178,0.754,0.466,0.495,0,134
FFmpeg,c,0.00,11,4,0.174,0.174,0.170,0.754,0.383,0.450,1,129
FFmpeg,c,0.00,11,4,0.174,0.173,0.174,0.738,0.581,0.634,2,134
FFmpeg,c,0.00,11,4,0.174,0.177,0.158,0.734,0.556,0.591,3,132
FFmpeg,c,0.00,11,4,0.174,0.170,0.187,0.734,0.504,0.561,4,136
FFmpeg,c,0.00,2,1,0.174,0.172,0.178,0.781,0.387,0.387,0,132
FFmpeg,c,0.00,2,1,0.174,0.174,0.170,0.754,0.383,0.450,1,129
FFmpeg,c,0.00,2,1,0.174,0.173,0.174,0.774,0.455,0.462,2,133
FFmpeg,c,0.00,2,1,0.174,0.177,0.158,0.760,0.324,0.342,3,131
FFmpeg,c,0.00,2,1,0.174,0.170,0.187,0.789,0.391,0.405,4,133
FFmpeg,c,0.00,3,1,0.174,0.172,0.178,0.754,0.466,0.507,0,140
FFmpeg,c,0.00,3,1,0.174,0.174,0.170,0.750,0.383,0.440,1,137
FFmpeg,c,0.00,3,1,0.174,0.173,0.174,0.739,0.578,0.644,2,137
FFmpeg,c,0.00,3,1,0.174,0.177,0.158,0.734,0.556,0.601,3,141
FFmpeg,c,0.00,3,1,0.174,0.170,0.187,0.739,0.500,0.561,4,146
FFmpeg,c,0.00,3,2,0.174,0.172,0.178,0.785,0.318,0.369,0,121
FFmpeg,c,0.00,3,2,0.174,0.174,0.170,0.773,0.314,0.337,1,120
FFmpeg,c,0.00,3,2,0.174,0.173,0.174,0.769,0.436,0.462,2,124
FFmpeg,c,0.00,3,2,0.174,0.177,0.158,0.757,0.329,0.340,3,123
FFmpeg,c,0.00,3,2,0.174,0.170,0.187,0.795,0.391,0.401,4,127
FFmpeg,c,0.00,3,4,0.174,0.172,0.178,0.739,0.299,0.299,0,99
FFmpeg,c,0.00,3,4,0.174,0.174,0.170,0.731,0.311,0.311,1,97
FFmpeg,c,0.00,3,4,0.174,0.173,0.174,0.725,0.309,0.335,2,102
FFmpeg,c,0.00,3,4,0.174,0.177,0.158,0.700,0.274,0.278,3,95
FFmpeg,c,0.00,3,4,0.174,0.170,0.187,0.736,0.410,0.417,4,103
FFmpeg,c,0.00,4,1,0.174,0.172,0.178,0.747,0.468,0.500,0,147
FFmpeg,c,0.00,4,1,0.174,0.174,0.170,0.749,0.403,0.450,1,143
FFmpeg,c,0.00,4,1,0.174,0.173,0.174,0.742,0.575,0.644,2,149
FFmpeg,c,0.00,4,1,0.174,0.177,0.158,0.736,0.556,0.575,3,152
FFmpeg,c,0.00,4,1,0.174,0.170,0.187,0.733,0.491,0.556,4,151
FFmpeg,c,0.00,5,1,0.174,0.172,0.178,0.747,0.468,0.488,0,159
FFmpeg,c,0.00,5,1,0.174,0.174,0.170,0.747,0.403,0.444,1,150
FFmpeg,c,0.00,5,1,0.174,0.173,0.174,0.741,0.578,0.644,2,159
FFmpeg,c,0.00,5,1,0.174,0.177,0.158,0.733,0.556,0.574,3,165
FFmpeg,c,0.00,5,1,0.174,0.170,0.187,0.738,0.491,0.548,4,156
FFmpeg,c,0.00,5,2,0.174,0.172,0.178,0.754,0.466,0.498,0,134
FFmpeg,c,0.00,5,2,0.174,0.174,0.170,0.754,0.383,0.450,1,129
FFmpeg,c,0.00,5,2,0.174,0.173,0.174,0.738,0.581,0.634,2,134
FFmpeg,c,0.00,5,2,0.174,0.177,0.158,0.734,0.556,0.591,3,132
FFmpeg,c,0.00,5,2,0.174,0.170,0.187,0.734,0.504,0.561,4,136
FFmpeg,c,0.00,7,2,0.174,0.172,0.178,0.754,0.466,0.507,0,141
FFmpeg,c,0.00,7,2,0.174,0.174,0.170,0.746,0.403,0.440,1,138
FFmpeg,c,0.00,7,2,0.174,0.173,0.174,0.739,0.578,0.644,2,137
FFmpeg,c,0.00,7,2,0.174,0.177,0.158,0.736,0.556,0.588,3,142
FFmpeg,c,0.00,7,2,0.174,0.170,0.187,0.735,0.500,0.556,4,146
FFmpeg,c,0.00,7,4,0.174,0.172,0.178,0.785,0.318,0.369,0,121
FFmpeg,c,0.00,7,4,0.174,0.174,0.170,0.773,0.314,0.337,1,120
FFmpeg,c,0.00,7,4,0.174,0.173,0.174,0.769,0.436,0.462,2,124
FFmpeg,c,0.00,7,4,0.174,0.177,0.158,0.757,0.329,0.340,3,123
FFmpeg,c,0.00,7,4,0.174,0.170,0.187,0.795,0.391,0.401,4,127
FFmpeg,c,0.00,9,4,0.174,0.172,0.178,0.754,0.468,0.498,0,133
FFmpeg,c,0.00,9,4,0.174,0.174,0.170,0.754,0.383,0.450,1,129
FFmpeg,c,0.00,9,4,0.174,0.173,0.174,0.774,0.455,0.462,2,133
FFmpeg,c,0.00,9,4,0.174,0.177,0.158,0.760,0.324,0.342,3,131
FFmpeg,c,0.00,9,4,0.174,0.170,0.187,0.789,0.391,0.405,4,133
LibPNG,c,-999,1,1,0.240,0.210,0.345,0.485,0.614,0.714,0,328
LibPNG,c,-999,1,1,0.240,0.257,0.165,0.632,0.405,0.429,1,324
LibPNG,c,-999,1,1,0.240,0.226,0.292,0.752,0.595,0.379,2,333
LibPNG,c,-999,1,1,0.240,0.250,0.200,0.615,0.333,0.370,3,322
LibPNG,c,-999,1,1,0.240,0.256,0.169,0.602,0.429,0.429,4,327
LibPNG,c,-999,1,10,0.240,0.210,0.345,0.485,0.614,0.714,0,328
LibPNG,c,-999,1,10,0.240,0.257,0.165,0.615,0.441,0.469,1,324
LibPNG,c,-999,1,10,0.240,0.226,0.292,0.746,0.595,0.385,2,333
LibPNG,c,-999,1,10,0.240,0.250,0.200,0.622,0.345,0.417,3,322
LibPNG,c,-999,1,10,0.240,0.256,0.169,0.591,0.455,0.455,4,327
LibPNG,c,-999,1,100,0.240,0.210,0.345,0.485,0.614,0.714,0,328
LibPNG,c,-999,1,100,0.240,0.257,0.165,0.615,0.441,0.469,1,324
LibPNG,c,-999,1,100,0.240,0.226,0.292,0.746,0.595,0.385,2,333
LibPNG,c,-999,1,100,0.240,0.250,0.200,0.622,0.345,0.417,3,322
LibPNG,c,-999,1,100,0.240,0.256,0.169,0.591,0.455,0.455,4,327
LibPNG,c,-999,1,1000,0.240,0.210,0.345,0.485,0.614,0.714,0,328
LibPNG,c,-999,1,1000,0.240,0.257,0.165,0.615,0.441,0.469,1,324
LibPNG,c,-999,1,1000,0.240,0.226,0.292,0.746,0.595,0.385,2,333
LibPNG,c,-999,1,1000,0.240,0.250,0.200,0.622,0.345,0.417,3,322
LibPNG,c,-999,1,1000,0.240,0.256,0.169,0.591,0.455,0.455,4,327
LibPNG,c,-999,1,2,0.240,0.210,0.345,0.482,0.614,0.714,0,328
LibPNG,c,-999,1,2,0.240,0.257,0.165,0.612,0.429,0.455,1,324
LibPNG,c,-999,1,2,0.240,0.226,0.292,0.746,0.581,0.379,2,333
LibPNG,c,-999,1,2,0.240,0.250,0.200,0.622,0.333,0.400,3,322
LibPNG,c,-999,1,2,0.240,0.256,0.169,0.591,0.455,0.455,4,327
LibPNG,c,-999,1,3,0.240,0.210,0.345,0.482,0.614,0.714,0,328
LibPNG,c,-999,1,3,0.240,0.257,0.165,0.615,0.441,0.469,1,324
LibPNG,c,-999,1,3,0.240,0.226,0.292,0.746,0.581,0.379,2,333
