program,model,filter,plus,minus,AD,AD train,AD test,best train,predicted,best test,fold,dwc
Asterisk,m,0.98,x,x,0.024,0.027,0.010,0.047,0.030,0.036,3,576
Asterisk,m,0.98,x,x,0.024,0.021,0.034,0.049,0.000,0.062,4,565
Asterisk,m,0.99,x,x,0.024,0.025,0.017,0.047,0.000,0.051,0,477
Asterisk,m,0.99,x,x,0.024,0.023,0.027,0.053,0.031,0.132,1,476
Asterisk,m,0.99,x,x,0.024,0.022,0.031,0.042,0.076,0.081,2,483
Asterisk,m,0.99,x,x,0.024,0.027,0.010,0.052,0.037,0.037,3,474
Asterisk,m,0.99,x,x,0.024,0.021,0.034,0.050,0.000,0.062,4,468
Asterisk,m,0.999,x,x,0.024,0.025,0.017,0.062,0.097,0.097,0,246
Asterisk,m,0.999,x,x,0.024,0.023,0.027,0.074,0.070,0.096,1,238
Asterisk,m,0.999,x,x,0.024,0.022,0.031,0.069,0.091,0.091,2,243
Asterisk,m,0.999,x,x,0.024,0.027,0.010,0.079,0.038,0.068,3,246
Asterisk,m,0.999,x,x,0.024,0.021,0.034,0.065,0.055,0.055,4,240
Asterisk,m,0.9995,x,x,0.024,0.025,0.017,0.068,0.109,0.122,0,199
Asterisk,m,0.9995,x,x,0.024,0.023,0.027,0.076,0.070,0.096,1,194
Asterisk,m,0.9995,x,x,0.024,0.022,0.031,0.071,0.093,0.100,2,203
Asterisk,m,0.9995,x,x,0.024,0.027,0.010,0.082,0.040,0.071,3,203
Asterisk,m,0.9995,x,x,0.024,0.021,0.034,0.078,0.060,0.060,4,196
Asterisk,m,1.00,x,x,0.024,0.025,0.017,0.000,0.000,0.000,0,9
Asterisk,m,1.00,x,x,0.024,0.023,0.027,0.000,0.000,0.000,1,10
Asterisk,m,1.00,x,x,0.024,0.022,0.031,0.000,0.000,0.000,2,8
Asterisk,m,1.00,x,x,0.024,0.027,0.010,0.000,0.000,0.000,3,7
Asterisk,m,1.00,x,x,0.024,0.021,0.034,0.000,0.000,0.000,4,8
VDISC,m,0.00,0,0,0.280,0.280,0.281,0.280,0.271,0.276,0,130076
VDISC,m,0.00,0,0,0.280,0.280,0.279,0.281,0.268,0.274,1,129989
VDISC,m,0.00,0,0,0.280,0.280,0.280,0.280,0.269,0.275,2,129892
VDISC,m,0.00,0,0,0.280,0.280,0.282,0.280,0.270,0.276,3,129864
VDISC,m,0.00,0,0,0.280,0.281,0.279,0.281,0.269,0.273,4,130008
VDISC,m,0.05,0,0,0.280,0.280,0.281,0.276,0.272,0.272,0,85429
VDISC,m,0.05,0,0,0.280,0.280,0.279,0.277,0.271,0.271,1,85435
VDISC,m,0.05,0,0,0.280,0.280,0.280,0.276,0.271,0.271,2,85382
VDISC,m,0.05,0,0,0.280,0.280,0.282,0.276,0.272,0.272,3,85328
VDISC,m,0.05,0,0,0.280,0.281,0.279,0.277,0.269,0.269,4,85339
VDISC,m,0.10,0,0,0.280,0.280,0.281,0.275,0.271,0.271,0,78705
VDISC,m,0.10,0,0,0.280,0.280,0.279,0.275,0.269,0.270,1,78705
VDISC,m,0.10,0,0,0.280,0.280,0.280,0.275,0.270,0.270,2,78697
VDISC,m,0.10,0,0,0.280,0.280,0.282,0.275,0.271,0.271,3,78606
VDISC,m,0.10,0,0,0.280,0.281,0.279,0.275,0.268,0.268,4,78633
VDISC,m,0.15,0,0,0.280,0.280,0.281,0.273,0.269,0.270,0,74513
VDISC,m,0.15,0,0,0.280,0.280,0.279,0.274,0.268,0.268,1,74497
VDISC,m,0.15,0,0,0.280,0.280,0.280,0.274,0.269,0.269,2,74505
VDISC,m,0.15,0,0,0.280,0.280,0.282,0.274,0.269,0.269,3,74378
VDISC,m,0.15,0,0,0.280,0.281,0.279,0.274,0.266,0.266,4,74450
VDISC,m,0.20,0,0,0.280,0.280,0.281,0.272,0.267,0.268,0,71285
VDISC,m,0.20,0,0,0.280,0.280,0.279,0.272,0.266,0.266,1,71282
VDISC,m,0.20,0,0,0.280,0.280,0.280,0.272,0.267,0.267,2,71274
VDISC,m,0.20,0,0,0.280,0.280,0.282,0.272,0.267,0.267,3,71151
VDISC,m,0.20,0,0,0.280,0.281,0.279,0.272,0.265,0.265,4,71208
VDISC,m,0.25,0,0,0.280,0.280,0.281,0.271,0.267,0.267,0,68590
VDISC,m,0.25,0,0,0.280,0.280,0.279,0.271,0.265,0.266,1,68546
VDISC,m,0.25,0,0,0.280,0.280,0.280,0.271,0.266,0.266,2,68557
VDISC,m,0.25,0,0,0.280,0.280,0.282,0.271,0.266,0.266,3,68430
VDISC,m,0.25,0,0,0.280,0.281,0.279,0.271,0.265,0.265,4,68476
VDISC,m,0.30,0,0,0.280,0.280,0.281,0.270,0.267,0.267,0,66169
VDISC,m,0.30,0,0,0.280,0.280,0.279,0.271,0.265,0.265,1,66106
VDISC,m,0.30,0,0,0.280,0.280,0.280,0.270,0.265,0.265,2,66094
VDISC,m,0.30,0,0,0.280,0.280,0.282,0.271,0.265,0.265,3,65979
VDISC,m,0.30,0,0,0.280,0.281,0.279,0.271,0.263,0.264,4,66031
VDISC,m,0.35,0,0,0.280,0.280,0.281,0.269,0.266,0.267,0,63937
VDISC,m,0.35,0,0,0.280,0.280,0.279,0.270,0.264,0.264,1,63878
VDISC,m,0.35,0,0,0.280,0.280,0.280,0.270,0.264,0.265,2,63895
VDISC,m,0.35,0,0,0.280,0.280,0.282,0.270,0.264,0.264,3,63770
VDISC,m,0.35,0,0,0.280,0.281,0.279,0.270,0.263,0.263,4,63797
VDISC,m,0.40,0,0,0.280,0.280,0.281,0.268,0.266,0.266,0,61856
VDISC,m,0.40,0,0,0.280,0.280,0.279,0.269,0.263,0.264,1,61795
VDISC,m,0.40,0,0,0.280,0.280,0.280,0.269,0.263,0.263,2,61839
VDISC,m,0.40,0,0,0.280,0.280,0.282,0.269,0.263,0.263,3,61691
VDISC,m,0.40,0,0,0.280,0.281,0.279,0.269,0.263,0.263,4,61739
VDISC,m,0.45,0,0,0.280,0.280,0.281,0.267,0.265,0.265,0,59828
VDISC,m,0.45,0,0,0.280,0.280,0.279,0.268,0.262,0.262,1,59775
VDISC,m,0.45,0,0,0.280,0.280,0.280,0.268,0.261,0.262,2,59837
VDISC,m,0.45,0,0,0.280,0.280,0.282,0.268,0.262,0.262,3,59663
VDISC,m,0.45,0,0,0.280,0.281,0.279,0.268,0.261,0.262,4,59747
VDISC,m,0.50,0,0,0.280,0.280,0.281,0.266,0.263,0.263,0,57931
VDISC,m,0.50,0,0,0.280,0.280,0.279,0.266,0.260,0.261,1,57854
VDISC,m,0.50,0,0,0.280,0.280,0.280,0.266,0.260,0.260,2,57902
VDISC,m,0.50,0,0,0.280,0.280,0.282,0.266,0.260,0.261,3,57736
VDISC,m,0.50,0,0,0.280,0.281,0.279,0.266,0.260,0.260,4,57825
VDISC,m,0.55,0,0,0.280,0.280,0.281,0.265,0.261,0.262,0,56077
VDISC,m,0.55,0,0,0.280,0.280,0.279,0.265,0.259,0.260,1,56013
VDISC,m,0.55,0,0,0.280,0.280,0.280,0.265,0.258,0.259,2,56052
VDISC,m,0.55,0,0,0.280,0.280,0.282,0.265,0.259,0.260,3,55877
VDISC,m,0.55,0,0,0.280,0.281,0.279,0.265,0.259,0.259,4,55957
VDISC,m,0.60,0,0,0.280,0.280,0.281,0.264,0.260,0.260,0,54112
VDISC,m,0.60,0,0,0.280,0.280,0.279,0.264,0.258,0.259,1,54100
VDISC,m,0.60,0,0,0.280,0.280,0.280,0.264,0.258,0.258,2,54102
VDISC,m,0.60,0,0,0.280,0.280,0.282,0.264,0.258,0.259,3,53937
VDISC,m,0.60,0,0,0.280,0.281,0.279,0.264,0.257,0.258,4,54048
VDISC,m,0.65,0,0,0.280,0.280,0.281,0.262,0.259,0.259,0,52120
VDISC,m,0.65,0,0,0.280,0.280,0.279,0.263,0.256,0.257,1,52119
VDISC,m,0.65,0,0,0.280,0.280,0.280,0.263,0.256,0.256,2,52125
VDISC,m,0.65,0,0,0.280,0.280,0.282,0.262,0.256,0.257,3,51933
VDISC,m,0.65,0,0,0.280,0.281,0.279,0.262,0.256,0.256,4,52065
VDISC,m,0.70,0,0,0.280,0.280,0.281,0.261,0.257,0.257,0,49925
VDISC,m,0.70,0,0,0.280,0.280,0.279,0.262,0.255,0.256,1,49969
VDISC,m,0.70,0,0,0.280,0.280,0.280,0.262,0.255,0.255,2,49957
VDISC,m,0.70,0,0,0.280,0.280,0.282,0.261,0.256,0.256,3,49793
VDISC,m,0.70,0,0,0.280,0.281,0.279,0.261,0.255,0.255,4,49885
VDISC,m,0.75,0,0,0.280,0.280,0.281,0.260,0.256,0.257,0,47637
VDISC,m,0.75,0,0,0.280,0.280,0.279,0.261,0.254,0.255,1,47688
VDISC,m,0.75,0,0,0.280,0.280,0.280,0.261,0.254,0.255,2,47641
VDISC,m,0.75,0,0,0.280,0.280,0.282,0.260,0.255,0.256,3,47538
VDISC,m,0.75,0,0,0.280,0.281,0.279,0.261,0.254,0.254,4,47618
VDISC,m,0.80,0,0,0.280,0.280,0.281,0.258,0.254,0.254,0,45009
VDISC,m,0.80,0,0,0.280,0.280,0.279,0.259,0.253,0.253,1,45058
VDISC,m,0.80,0,0,0.280,0.280,0.280,0.259,0.252,0.252,2,44989
VDISC,m,0.80,0,0,0.280,0.280,0.282,0.258,0.253,0.254,3,44921
VDISC,m,0.80,0,0,0.280,0.281,0.279,0.258,0.252,0.253,4,44991
VDISC,m,0.85,0,0,0.280,0.280,0.281,0.256,0.252,0.252,0,41986
VDISC,m,0.85,0,0,0.280,0.280,0.279,0.256,0.251,0.251,1,42063
VDISC,m,0.85,0,0,0.280,0.280,0.280,0.257,0.250,0.250,2,41979
VDISC,m,0.85,0,0,0.280,0.280,0.282,0.256,0.251,0.251,3,41916
VDISC,m,0.85,0,0,0.280,0.281,0.279,0.256,0.251,0.251,4,41968
VDISC,m,0.90,0,0,0.280,0.280,0.281,0.252,0.246,0.246,0,38189
VDISC,m,0.90,0,0,0.280,0.280,0.279,0.252,0.247,0.247,1,38302
VDISC,m,0.90,0,0,0.280,0.280,0.280,0.252,0.245,0.246,2,38190
VDISC,m,0.90,0,0,0.280,0.280,0.282,0.252,0.246,0.246,3,38147
VDISC,m,0.90,0,0,0.280,0.281,0.279,0.252,0.246,0.246,4,38166
VDISC,m,0.92,0,0,0.280,0.280,0.281,0.250,0.244,0.244,0,36264
VDISC,m,0.92,0,0,0.280,0.280,0.279,0.250,0.245,0.245,1,36387
VDISC,m,0.92,0,0,0.280,0.280,0.280,0.250,0.244,0.244,2,36277
VDISC,m,0.92,0,0,0.280,0.280,0.282,0.250,0.244,0.244,3,36254
VDISC,m,0.92,0,0,0.280,0.281,0.279,0.250,0.244,0.244,4,36264
VDISC,m,0.94,0,0,0.280,0.280,0.281,0.248,0.242,0.242,0,33849
VDISC,m,0.94,0,0,0.280,0.280,0.279,0.248,0.243,0.243,1,33932
VDISC,m,0.94,0,0,0.280,0.280,0.280,0.248,0.242,0.242,2,33844
VDISC,m,0.94,0,0,0.280,0.280,0.282,0.247,0.243,0.243,3,33808
VDISC,m,0.94,0,0,0.280,0.281,0.279,0.248,0.242,0.242,4,33844
VDISC,m,0.95,0,0,0.280,0.280,0.281,0.246,0.241,0.241,0,32457
VDISC,m,0.95,0,0,0.280,0.280,0.279,0.246,0.242,0.242,1,32560
VDISC,m,0.95,0,0,0.280,0.280,0.280,0.247,0.240,0.240,2,32468
VDISC,m,0.95,0,0,0.280,0.280,0.282,0.246,0.240,0.240,3,32398
VDISC,m,0.95,0,0,0.280,0.281,0.279,0.246,0.240,0.240,4,32469
VDISC,m,0.96,0,0,0.280,0.280,0.281,0.243,0.238,0.238,0,30741
VDISC,m,0.96,0,0,0.280,0.280,0.279,0.243,0.239,0.239,1,30848
VDISC,m,0.96,0,0,0.280,0.280,0.280,0.244,0.237,0.237,2,30765
VDISC,m,0.96,0,0,0.280,0.280,0.282,0.244,0.237,0.237,3,30668
VDISC,m,0.96,0,0,0.280,0.281,0.279,0.243,0.238,0.238,4,30760
VDISC,m,0.98,0,0,0.280,0.280,0.281,0.237,0.232,0.232,0,25987
VDISC,m,0.98,0,0,0.280,0.280,0.279,0.237,0.232,0.232,1,26110
VDISC,m,0.98,0,0,0.280,0.280,0.280,0.238,0.231,0.231,2,26023
VDISC,m,0.98,0,0,0.280,0.280,0.282,0.238,0.231,0.231,3,25942
VDISC,m,0.98,0,0,0.280,0.281,0.279,0.237,0.232,0.232,4,26044
VDISC,m,0.985,0,0,0.280,0.280,0.281,0.232,0.227,0.227,0,24220
VDISC,m,0.985,0,0,0.280,0.280,0.279,0.232,0.227,0.227,1,24324
VDISC,m,0.985,0,0,0.280,0.280,0.280,0.233,0.226,0.226,2,24264
VDISC,m,0.985,0,0,0.280,0.280,0.282,0.232,0.227,0.227,3,24154
VDISC,m,0.985,0,0,0.280,0.281,0.279,0.232,0.227,0.227,4,24259
VDISC,m,0.99,0,0,0.280,0.280,0.281,0.228,0.223,0.223,0,21896
VDISC,m,0.99,0,0,0.280,0.280,0.279,0.228,0.223,0.223,1,21977
VDISC,m,0.99,0,0,0.280,0.280,0.280,0.229,0.222,0.222,2,21931
VDISC,m,0.99,0,0,0.280,0.280,0.282,0.228,0.223,0.223,3,21797
VDISC,m,0.99,0,0,0.280,0.281,0.279,0.228,0.222,0.222,4,21924
VDISC,m,0.999,0,0,0.280,0.280,0.281,0.198,0.194,0.194,0,12279
VDISC,m,0.999,0,0,0.280,0.280,0.279,0.198,0.194,0.194,1,12292
VDISC,m,0.999,0,0,0.280,0.280,0.280,0.199,0.191,0.191,2,12263
VDISC,m,0.999,0,0,0.280,0.280,0.282,0.199,0.191,0.191,3,12222
VDISC,m,0.999,0,0,0.280,0.281,0.279,0.198,0.194,0.194,4,12253
VDISC,m,0.9995,0,0,0.280,0.280,0.281,0.188,0.183,0.183,0,10392
VDISC,m,0.9995,0,0,0.280,0.280,0.279,0.188,0.184,0.184,1,10408
VDISC,m,0.9995,0,0,0.280,0.280,0.280,0.188,0.183,0.183,2,10362
VDISC,m,0.9995,0,0,0.280,0.280,0.282,0.189,0.181,0.181,3,10325
VDISC,m,0.9995,0,0,0.280,0.281,0.279,0.188,0.183,0.183,4,10378
VDISC,m,1.00,0,0,0.280,0.280,0.281,0.006,0.005,0.005,0,953
VDISC,m,1.00,0,0,0.280,0.280,0.279,0.006,0.005,0.005,1,947
VDISC,m,1.00,0,0,0.280,0.280,0.280,0.006,0.004,0.004,2,944
VDISC,m,1.00,0,0,0.280,0.280,0.282,0.006,0.003,0.003,3,964
VDISC,m,1.00,0,0,0.280,0.281,0.279,0.006,0.004,0.004,4,966
FFmpeg,m,0.00,x,x,0.174,0.172,0.178,0.182,0.190,0.193,0,2129
FFmpeg,m,0.00,x,x,0.174,0.174,0.170,0.185,0.162,0.197,1,2082
FFmpeg,m,0.00,x,x,0.174,0.173,0.174,0.182,0.183,0.204,2,2129
FFmpeg,m,0.00,x,x,0.174,0.177,0.158,0.186,0.161,0.179,3,2112
FFmpeg,m,0.00,x,x,0.174,0.170,0.187,0.181,0.196,0.201,4,2105
FFmpeg,m,0.05,x,x,0.174,0.172,0.178,0.199,0.205,0.222,0,1355
FFmpeg,m,0.05,x,x,0.174,0.174,0.170,0.198,0.188,0.209,1,1344
FFmpeg,m,0.05,x,x,0.174,0.173,0.174,0.197,0.196,0.203,2,1365
FFmpeg,m,0.05,x,x,0.174,0.177,0.158,0.202,0.191,0.194,3,1376
FFmpeg,m,0.05,x,x,0.174,0.170,0.187,0.195,0.216,0.214,4,1355
FFmpeg,m,0.10,x,x,0.174,0.172,0.178,0.203,0.198,0.222,0,1231
FFmpeg,m,0.10,x,x,0.174,0.174,0.170,0.200,0.197,0.202,1,1224
FFmpeg,m,0.10,x,x,0.174,0.173,0.174,0.201,0.197,0.207,2,1238
FFmpeg,m,0.10,x,x,0.174,0.177,0.158,0.204,0.198,0.201,3,1245
FFmpeg,m,0.10,x,x,0.174,0.170,0.187,0.197,0.218,0.218,4,1231
FFmpeg,m,0.15,x,x,0.174,0.172,0.178,0.204,0.200,0.223,0,1160
FFmpeg,m,0.15,x,x,0.174,0.174,0.170,0.207,0.189,0.214,1,1147
FFmpeg,m,0.15,x,x,0.174,0.173,0.174,0.204,0.194,0.207,2,1168
FFmpeg,m,0.15,x,x,0.174,0.177,0.158,0.204,0.201,0.204,3,1167
FFmpeg,m,0.15,x,x,0.174,0.170,0.187,0.198,0.219,0.219,4,1157
FFmpeg,m,0.20,x,x,0.174,0.172,0.178,0.212,0.202,0.223,0,1105
FFmpeg,m,0.20,x,x,0.174,0.174,0.170,0.208,0.191,0.219,1,1087
FFmpeg,m,0.20,x,x,0.174,0.173,0.174,0.209,0.208,0.208,2,1107
FFmpeg,m,0.20,x,x,0.174,0.177,0.158,0.212,0.207,0.210,3,1106
FFmpeg,m,0.20,x,x,0.174,0.170,0.187,0.205,0.225,0.225,4,1097
FFmpeg,m,0.25,x,x,0.174,0.172,0.178,0.213,0.202,0.216,0,1069
FFmpeg,m,0.25,x,x,0.174,0.174,0.170,0.208,0.191,0.217,1,1050
